nct_id,modeltype,spec,term,ref,estimate,std.error,statistic,p.value,lci,uci
NCT01167881,cox,int,sglt2,sulf,-0.998,0.606,-1.647,0.1,-2.186,0.19
NCT01167881,cox,int,sex,sulf,-0.074,0.146,-0.505,0.614,-0.36,0.212
NCT01167881,cox,int,age10,sulf,-0.141,0.07,-2.026,0.043,-0.278,-0.005
NCT01167881,cox,int,sglt2:sex,sulf,0.209,0.219,0.955,0.34,-0.221,0.639
NCT01167881,cox,int,sglt2:age10,sulf,0.119,0.106,1.117,0.264,-0.09,0.327
NCT01177813,cox,int,sglt2,placebo,-2.285,1.161,-1.968,0.049,-4.561,-0.009
NCT01177813,cox,int,dpp4,placebo,-2.471,1.621,-1.524,0.128,-5.649,0.707
NCT01177813,cox,int,sex,placebo,-0.008,0.318,-0.025,0.98,-0.631,0.615
NCT01177813,cox,int,age10,placebo,-0.225,0.144,-1.562,0.118,-0.507,0.057
NCT01177813,cox,int,sglt2:sex,placebo,0.204,0.473,0.432,0.665,-0.722,1.131
NCT01177813,cox,int,dpp4:sex,placebo,0.355,0.62,0.573,0.567,-0.86,1.571
NCT01177813,cox,int,sglt2:age10,placebo,0.26,0.202,1.29,0.197,-0.135,0.656
NCT01177813,cox,int,dpp4:age10,placebo,0.247,0.281,0.88,0.379,-0.303,0.798
NCT01194830,cox,int,dpp4,placebo,-0.149,1.511,-0.098,0.922,-3.111,2.814
NCT01194830,cox,int,sex,placebo,-0.212,0.361,-0.586,0.558,-0.919,0.496
NCT01194830,cox,int,age10,placebo,-0.017,0.178,-0.097,0.923,-0.366,0.332
NCT01194830,cox,int,dpp4:sex,placebo,0.633,0.572,1.107,0.268,-0.488,1.755
NCT01194830,cox,int,dpp4:age10,placebo,-0.081,0.274,-0.294,0.769,-0.619,0.457
NCT01210001,cox,int,sglt2,placebo,-1.017,1.842,-0.552,0.581,-4.627,2.594
NCT01210001,cox,int,sex,placebo,0.101,0.488,0.208,0.835,-0.855,1.057
NCT01210001,cox,int,age10,placebo,0.063,0.235,0.269,0.788,-0.398,0.524
NCT01210001,cox,int,sglt2:sex,placebo,0.357,0.649,0.551,0.582,-0.914,1.629
NCT01210001,cox,int,sglt2:age10,placebo,0.075,0.322,0.233,0.816,-0.557,0.707
NCT01214239,cox,int,dpp4,placebo,-5.019,2.249,-2.232,0.026,-9.426,-0.612
NCT01214239,cox,int,sex,placebo,-0.878,0.589,-1.491,0.136,-2.031,0.276
NCT01214239,cox,int,age10,placebo,-0.459,0.317,-1.451,0.147,-1.08,0.161
NCT01214239,cox,int,dpp4:sex,placebo,1.338,0.776,1.723,0.085,-0.184,2.86
NCT01214239,cox,int,dpp4:age10,placebo,0.734,0.399,1.841,0.066,-0.047,1.515
NCT01215097,cox,int,dpp4,placebo,1.937,2.273,0.852,0.394,-2.518,6.392
NCT01215097,cox,int,sex,placebo,-0.015,0.536,-0.027,0.978,-1.066,1.036
NCT01215097,cox,int,age10,placebo,-0.162,0.245,-0.663,0.507,-0.643,0.318
NCT01215097,cox,int,dpp4:sex,placebo,-0.033,0.789,-0.042,0.967,-1.579,1.513
NCT01215097,cox,int,dpp4:age10,placebo,-0.237,0.406,-0.585,0.559,-1.032,0.558
NCT01306214,cox,int,sglt2,placebo,-1.283,1.317,-0.974,0.33,-3.864,1.298
NCT01306214,cox,int,sex,placebo,-0.424,0.39,-1.089,0.276,-1.188,0.34
NCT01306214,cox,int,age10,placebo,-0.076,0.177,-0.432,0.666,-0.423,0.27
NCT01306214,cox,int,sglt2:sex,placebo,0.847,0.473,1.79,0.073,-0.08,1.775
NCT01306214,cox,int,sglt2:age10,placebo,0.148,0.231,0.64,0.522,-0.305,0.6
NCT01370005,cox,int,sglt2,placebo,-1.217,2.133,-0.571,0.568,-5.397,2.963
NCT01370005,cox,int,sex,placebo,-0.837,0.544,-1.538,0.124,-1.904,0.23
NCT01370005,cox,int,age10,placebo,-0.255,0.281,-0.907,0.364,-0.805,0.295
NCT01370005,cox,int,sglt2:sex,placebo,0.836,0.698,1.197,0.231,-0.533,2.204
NCT01370005,cox,int,sglt2:age10,placebo,0.088,0.361,0.245,0.807,-0.619,0.795
NCT01422876,cox,int,sglt2,dpp4,-1.629,1.014,-1.606,0.108,-3.617,0.359
NCT01422876,cox,int,sex,dpp4,0.127,0.328,0.389,0.697,-0.515,0.77
NCT01422876,cox,int,age10,dpp4,-0.244,0.147,-1.66,0.097,-0.532,0.044
NCT01422876,cox,int,sglt2:sex,dpp4,0.11,0.396,0.278,0.781,-0.667,0.887
NCT01422876,cox,int,sglt2:age10,dpp4,0.3,0.183,1.641,0.101,-0.058,0.658
NCT01438814,cox,int,dpp4,biguanide,-2.196,1.922,-1.142,0.253,-5.964,1.572
NCT01438814,cox,int,sex,biguanide,0.006,0.557,0.011,0.991,-1.086,1.098
NCT01438814,cox,int,age10,biguanide,-0.288,0.249,-1.154,0.248,-0.776,0.201
NCT01438814,cox,int,dpp4:sex,biguanide,0.586,0.788,0.744,0.457,-0.959,2.131
NCT01438814,cox,int,dpp4:age10,biguanide,0.368,0.353,1.04,0.298,-0.325,1.06
NCT01708902,cox,int,dpp4,biguanide,2.068,1.65,1.253,0.21,-1.166,5.301
NCT01708902,cox,int,sex,biguanide,-0.182,0.409,-0.444,0.657,-0.983,0.62
NCT01708902,cox,int,age10,biguanide,0.099,0.205,0.482,0.63,-0.302,0.499
NCT01708902,cox,int,dpp4:sex,biguanide,-0.131,0.636,-0.206,0.837,-1.376,1.115
NCT01708902,cox,int,dpp4:age10,biguanide,-0.348,0.313,-1.111,0.267,-0.961,0.266
NCT01719003,cox,int,sglt2,biguanide,-0.188,1.247,-0.151,0.88,-2.632,2.255
NCT01719003,cox,int,sex,biguanide,-0.113,0.32,-0.353,0.724,-0.739,0.514
NCT01719003,cox,int,age10,biguanide,-0.041,0.149,-0.275,0.783,-0.333,0.251
NCT01719003,cox,int,sglt2:sex,biguanide,-0.28,0.503,-0.556,0.578,-1.266,0.707
NCT01719003,cox,int,sglt2:age10,biguanide,-0.018,0.234,-0.079,0.937,-0.478,0.441
NCT01734785,cox,int,sglt2,placebo,3.288,3.291,0.999,0.318,-3.162,9.739
NCT01734785,cox,int,sex,placebo,-0.696,0.916,-0.76,0.447,-2.491,1.099
NCT01734785,cox,int,age10,placebo,0.403,0.493,0.818,0.413,-0.563,1.368
NCT01734785,cox,int,sglt2:sex,placebo,-1.029,1.129,-0.912,0.362,-3.241,1.183
NCT01734785,cox,int,sglt2:age10,placebo,-0.46,0.561,-0.818,0.413,-1.56,0.641
NCT01792518,cox,int,dpp4,placebo,-0.982,3.273,-0.3,0.764,-7.398,5.434
NCT01792518,cox,int,sex,placebo,0.717,0.832,0.861,0.389,-0.914,2.348
NCT01792518,cox,int,age10,placebo,-0.295,0.398,-0.742,0.458,-1.074,0.484
NCT01792518,cox,int,dpp4:sex,placebo,-0.353,1.18,-0.299,0.765,-2.667,1.96
NCT01792518,cox,int,dpp4:age10,placebo,0.209,0.542,0.385,0.7,-0.854,1.272
NCT02182830,cox,int,sglt2,placebo,-0.828,2.076,-0.399,0.69,-4.897,3.241
NCT02182830,cox,int,sex,placebo,-0.299,0.496,-0.602,0.547,-1.272,0.674
NCT02182830,cox,int,age10,placebo,-0.132,0.252,-0.525,0.6,-0.626,0.362
NCT02182830,cox,int,sglt2:sex,placebo,1.008,0.733,1.375,0.169,-0.429,2.446
NCT02182830,cox,int,sglt2:age10,placebo,0.021,0.369,0.057,0.955,-0.702,0.744
NCT02453555,cox,int,sglt2,placebo,0.011,3.288,0.003,0.997,-6.434,6.456
NCT02453555,cox,int,sex,placebo,-0.878,0.697,-1.259,0.208,-2.245,0.488
NCT02453555,cox,int,age10,placebo,0.389,0.358,1.086,0.277,-0.313,1.09
NCT02453555,cox,int,sglt2:sex,placebo,1.018,1.056,0.964,0.335,-1.051,3.087
NCT02453555,cox,int,sglt2:age10,placebo,-0.208,0.483,-0.431,0.666,-1.156,0.739
NCT01064687,cox,int,glp1,placebo,3.884,1.595,2.435,0.015,0.757,7.01
NCT01064687,cox,int,sex,placebo,0.119,0.477,0.25,0.803,-0.816,1.055
NCT01064687,cox,int,age10,placebo,0.613,0.25,2.451,0.014,0.123,1.102
NCT01064687,cox,int,glp1:sex,placebo,-0.061,0.519,-0.117,0.907,-1.079,0.957
NCT01064687,cox,int,glp1:age10,placebo,-0.714,0.269,-2.655,0.008,-1.241,-0.187
NCT01075282,cox,int,glp1,insulin,-1.04,1.416,-0.735,0.462,-3.815,1.734
NCT01075282,cox,int,sex,insulin,-0.374,0.415,-0.903,0.367,-1.187,0.439
NCT01075282,cox,int,age10,insulin,-0.306,0.215,-1.423,0.155,-0.728,0.116
NCT01075282,cox,int,glp1:sex,insulin,-0.046,0.491,-0.095,0.925,-1.008,0.915
NCT01075282,cox,int,glp1:age10,insulin,0.222,0.254,0.874,0.382,-0.276,0.72
NCT01126580,cox,int,glp1,biguanide,0.785,0.927,0.847,0.397,-1.032,2.602
NCT01126580,cox,int,sex,biguanide,-0.055,0.272,-0.203,0.839,-0.588,0.478
NCT01126580,cox,int,age10,biguanide,0.052,0.134,0.388,0.698,-0.21,0.314
NCT01126580,cox,int,glp1:sex,biguanide,0.139,0.338,0.41,0.682,-0.524,0.801
NCT01126580,cox,int,glp1:age10,biguanide,-0.185,0.165,-1.125,0.261,-0.508,0.138
NCT01191268,cox,int,glp1,insulin,-1.711,1.07,-1.599,0.11,-3.809,0.387
NCT01191268,cox,int,sex,insulin,0.174,0.282,0.617,0.537,-0.379,0.727
NCT01191268,cox,int,age10,insulin,-0.326,0.149,-2.188,0.029,-0.617,-0.034
NCT01191268,cox,int,glp1:sex,insulin,-0.218,0.342,-0.638,0.524,-0.889,0.453
NCT01191268,cox,int,glp1:age10,insulin,0.334,0.181,1.846,0.065,-0.021,0.689
NCT01558271,cox,int,glp1,placebo,-0.106,2.489,-0.043,0.966,-4.985,4.772
NCT01558271,cox,int,sex,placebo,-1.181,0.608,-1.944,0.052,-2.372,0.01
NCT01558271,cox,int,age10,placebo,0.107,0.372,0.287,0.774,-0.623,0.836
NCT01558271,cox,int,glp1:sex,placebo,1.015,0.741,1.369,0.171,-0.438,2.468
NCT01558271,cox,int,glp1:age10,placebo,-0.22,0.411,-0.534,0.593,-1.025,0.586
NCT01621178,cox,int,glp1,insulin,-0.439,1.69,-0.259,0.795,-3.751,2.874
NCT01621178,cox,int,sex,insulin,-0.107,0.37,-0.289,0.772,-0.833,0.619
NCT01621178,cox,int,age10,insulin,-0.09,0.217,-0.415,0.678,-0.515,0.335
NCT01621178,cox,int,glp1:sex,insulin,0.529,0.451,1.174,0.24,-0.355,1.413
NCT01621178,cox,int,glp1:age10,insulin,0.042,0.262,0.16,0.873,-0.472,0.555
NCT01648582,cox,int,glp1,insulin,-2.837,1.538,-1.844,0.065,-5.852,0.178
NCT01648582,cox,int,sex,insulin,-0.058,0.404,-0.144,0.885,-0.851,0.734
NCT01648582,cox,int,age10,insulin,-0.152,0.224,-0.677,0.498,-0.592,0.288
NCT01648582,cox,int,glp1:sex,insulin,0.101,0.49,0.207,0.836,-0.859,1.062
NCT01648582,cox,int,glp1:age10,insulin,0.515,0.27,1.905,0.057,-0.015,1.045
NCT01769378,cox,int,glp1,placebo,6.484,7.884,0.822,0.411,-8.968,21.936
NCT01769378,cox,int,sex,placebo,-17.903,5919.062,-0.003,0.998,-11619.264,11583.458
NCT01769378,cox,int,age10,placebo,1.09,1.228,0.888,0.374,-1.316,3.497
NCT01769378,cox,int,glp1:sex,placebo,19.459,5919.062,0.003,0.997,-11581.902,11620.82
NCT01769378,cox,int,glp1:age10,placebo,-1.144,1.246,-0.919,0.358,-3.585,1.297
NCT02152371,cox,int,glp1,placebo,-6.255,2.915,-2.146,0.032,-11.968,-0.542
NCT02152371,cox,int,sex,placebo,0.952,0.608,1.565,0.118,-0.24,2.144
NCT02152371,cox,int,age10,placebo,-0.219,0.23,-0.954,0.34,-0.669,0.231
NCT02152371,cox,int,glp1:sex,placebo,-0.625,0.866,-0.722,0.47,-2.321,1.072
NCT02152371,cox,int,glp1:age10,placebo,1.031,0.435,2.368,0.018,0.178,1.884
NCT02597049,cox,int,glp1,placebo,4.675,5.238,0.892,0.372,-5.592,14.942
NCT02597049,cox,int,sex,placebo,-18.109,5619.589,-0.003,0.997,-11032.503,10996.285
NCT02597049,cox,int,age10,placebo,0.361,0.8,0.451,0.652,-1.206,1.928
NCT02597049,cox,int,glp1:sex,placebo,17.644,5619.589,0.003,0.997,-10996.75,11032.038
NCT02597049,cox,int,glp1:age10,placebo,-0.721,0.862,-0.837,0.403,-2.41,0.968
NCT02750410,cox,int,glp1,placebo,-3.441,3.17,-1.085,0.278,-9.654,2.773
NCT02750410,cox,int,sex,placebo,0.492,0.732,0.672,0.502,-0.943,1.926
NCT02750410,cox,int,age10,placebo,0.026,0.346,0.074,0.941,-0.652,0.703
NCT02750410,cox,int,glp1:sex,placebo,0.987,1.289,0.766,0.444,-1.54,3.513
NCT02750410,cox,int,glp1:age10,placebo,0.251,0.488,0.514,0.607,-0.706,1.209
NCT00838903,cox,int,glp1,placebo,-0.134,1.033,-0.13,0.897,-2.16,1.891
NCT00838903,cox,int,dpp4,placebo,0.956,1.003,0.953,0.34,-1.009,2.922
NCT00838903,cox,int,sulf,placebo,0.636,1.009,0.631,0.528,-1.341,2.614
NCT00838903,cox,int,sex,placebo,-0.019,0.3,-0.062,0.95,-0.608,0.57
NCT00838903,cox,int,age10,placebo,0.033,0.151,0.217,0.828,-0.263,0.328
NCT00838903,cox,int,glp1:sex,placebo,0.339,0.356,0.953,0.34,-0.358,1.037
NCT00838903,cox,int,dpp4:sex,placebo,0,0.355,-0.001,0.999,-0.697,0.696
NCT00838903,cox,int,sulf:sex,placebo,-0.086,0.354,-0.244,0.807,-0.78,0.607
NCT00838903,cox,int,glp1:age10,placebo,-0.055,0.182,-0.305,0.76,-0.412,0.301
NCT00838903,cox,int,dpp4:age10,placebo,-0.227,0.178,-1.275,0.202,-0.576,0.122
NCT00838903,cox,int,sulf:age10,placebo,-0.156,0.179,-0.871,0.384,-0.507,0.195
NCT00838916,cox,int,glp1,insulin,-0.49,0.781,-0.627,0.53,-2.02,1.041
NCT00838916,cox,int,sex,insulin,-0.118,0.23,-0.515,0.606,-0.569,0.332
NCT00838916,cox,int,age10,insulin,-0.213,0.117,-1.822,0.069,-0.442,0.016
NCT00838916,cox,int,glp1:sex,insulin,0.217,0.272,0.797,0.426,-0.317,0.751
NCT00838916,cox,int,glp1:age10,insulin,0.116,0.14,0.826,0.409,-0.159,0.391
NCT00839527,cox,int,glp1,placebo,-0.139,0.956,-0.146,0.884,-2.013,1.734
NCT00839527,cox,int,thia,placebo,-0.667,0.966,-0.69,0.49,-2.56,1.226
NCT00839527,cox,int,sex,placebo,-0.049,0.268,-0.181,0.856,-0.575,0.478
NCT00839527,cox,int,age10,placebo,0.001,0.138,0.009,0.993,-0.27,0.272
NCT00839527,cox,int,glp1:sex,placebo,0.029,0.325,0.088,0.93,-0.609,0.666
NCT00839527,cox,int,thia:sex,placebo,-0.257,0.326,-0.788,0.431,-0.896,0.382
NCT00839527,cox,int,glp1:age10,placebo,-0.024,0.17,-0.143,0.886,-0.358,0.309
NCT00839527,cox,int,thia:age10,placebo,0.087,0.17,0.513,0.608,-0.246,0.42
NCT00849017,cox,int,glp1,placebo,0.614,0.884,0.695,0.487,-1.119,2.348
NCT00849017,cox,int,sex,placebo,0.36,0.316,1.139,0.255,-0.259,0.979
NCT00849017,cox,int,age10,placebo,-0.163,0.131,-1.24,0.215,-0.42,0.094
NCT00849017,cox,int,glp1:sex,placebo,-0.253,0.394,-0.642,0.521,-1.024,0.519
NCT00849017,cox,int,glp1:age10,placebo,-0.122,0.167,-0.733,0.463,-0.45,0.205
NCT00849056,cox,int,glp1,placebo,-0.985,1.081,-0.911,0.362,-3.104,1.134
NCT00849056,cox,int,sex,placebo,-0.498,0.252,-1.973,0.048,-0.993,-0.003
NCT00849056,cox,int,age10,placebo,-0.229,0.137,-1.668,0.095,-0.497,0.04
NCT00849056,cox,int,glp1:sex,placebo,0.364,0.384,0.949,0.343,-0.388,1.117
NCT00849056,cox,int,glp1:age10,placebo,0.081,0.199,0.409,0.683,-0.309,0.471
NCT00976391,cox,int,glp1,insulin,2.716,1.312,2.07,0.038,0.145,5.287
NCT00976391,cox,int,sex,insulin,0.473,0.328,1.442,0.149,-0.17,1.116
NCT00976391,cox,int,age10,insulin,-0.097,0.181,-0.535,0.593,-0.453,0.259
NCT00976391,cox,int,glp1:sex,insulin,-1.029,0.462,-2.224,0.026,-1.935,-0.122
NCT00976391,cox,int,glp1:age10,insulin,-0.415,0.237,-1.753,0.08,-0.879,0.049
NCT01098539,cox,int,glp1,dpp4,0.79,1.334,0.592,0.554,-1.825,3.404
NCT01098539,cox,int,sex,dpp4,-0.492,0.25,-1.967,0.049,-0.983,-0.002
NCT01098539,cox,int,age10,dpp4,-0.102,0.133,-0.765,0.444,-0.362,0.159
NCT01098539,cox,int,glp1:sex,dpp4,0.43,0.376,1.143,0.253,-0.307,1.167
NCT01098539,cox,int,glp1:age10,dpp4,-0.215,0.214,-1.006,0.314,-0.635,0.204
NCT01733758,cox,int,glp1,placebo,-4.345,1.834,-2.37,0.018,-7.939,-0.751
NCT01733758,cox,int,sex,placebo,-0.279,0.557,-0.501,0.616,-1.371,0.813
NCT01733758,cox,int,age10,placebo,-0.553,0.244,-2.266,0.023,-1.031,-0.075
NCT01733758,cox,int,glp1:sex,placebo,-0.187,0.666,-0.28,0.779,-1.493,1.119
NCT01733758,cox,int,glp1:age10,placebo,0.645,0.307,2.1,0.036,0.043,1.247
NCT02229227,cox,int,glp1,insulin,0.605,1.241,0.488,0.626,-1.827,3.038
NCT02229227,cox,int,sex,insulin,0.333,0.264,1.262,0.207,-0.184,0.849
NCT02229227,cox,int,age10,insulin,0.19,0.144,1.314,0.189,-0.093,0.472
NCT02229227,cox,int,glp1:sex,insulin,-0.478,0.39,-1.226,0.22,-1.242,0.286
NCT02229227,cox,int,glp1:age10,insulin,-0.083,0.207,-0.404,0.687,-0.489,0.322
NCT00968812,cox,int,sglt2,sulf,-0.65,0.594,-1.094,0.274,-1.815,0.515
NCT00968812,cox,int,sex,sulf,-0.243,0.153,-1.586,0.113,-0.544,0.057
NCT00968812,cox,int,age10,sulf,-0.052,0.086,-0.599,0.549,-0.221,0.117
NCT00968812,cox,int,sglt2:sex,sulf,0.068,0.192,0.355,0.722,-0.308,0.445
NCT00968812,cox,int,sglt2:age10,sulf,0.085,0.106,0.797,0.425,-0.124,0.293
NCT01081834,cox,int,sglt2,placebo,-1.271,0.884,-1.438,0.151,-3.004,0.462
NCT01081834,cox,int,sex,placebo,-0.192,0.267,-0.722,0.47,-0.715,0.33
NCT01081834,cox,int,age10,placebo,-0.211,0.116,-1.815,0.07,-0.439,0.017
NCT01081834,cox,int,sglt2:sex,placebo,0.049,0.356,0.137,0.891,-0.648,0.746
NCT01081834,cox,int,sglt2:age10,placebo,0.135,0.161,0.839,0.402,-0.18,0.449
NCT01106625,cox,int,sglt2,placebo,-1.581,1.08,-1.464,0.143,-3.697,0.536
NCT01106625,cox,int,sex,placebo,0.048,0.246,0.194,0.847,-0.435,0.531
NCT01106625,cox,int,age10,placebo,-0.155,0.154,-1.003,0.316,-0.457,0.148
NCT01106625,cox,int,sglt2:sex,placebo,0.035,0.323,0.107,0.915,-0.599,0.668
NCT01106625,cox,int,sglt2:age10,placebo,0.199,0.187,1.065,0.287,-0.168,0.566
NCT01106651,cox,int,sglt2,placebo,1.028,1.463,0.703,0.482,-1.839,3.895
NCT01106651,cox,int,sex,placebo,-0.05,0.228,-0.221,0.825,-0.497,0.397
NCT01106651,cox,int,age10,placebo,0.31,0.174,1.779,0.075,-0.032,0.652
NCT01106651,cox,int,sglt2:sex,placebo,-0.341,0.296,-1.154,0.249,-0.921,0.239
NCT01106651,cox,int,sglt2:age10,placebo,-0.209,0.228,-0.917,0.359,-0.656,0.238
NCT01106677,cox,int,sglt2,placebo,-1.319,0.991,-1.331,0.183,-3.261,0.623
NCT01106677,cox,int,dpp4,placebo,-0.276,1.054,-0.262,0.794,-2.341,1.789
NCT01106677,cox,int,sex,placebo,-0.301,0.301,-1.002,0.316,-0.89,0.288
NCT01106677,cox,int,age10,placebo,-0.13,0.155,-0.843,0.399,-0.434,0.173
NCT01106677,cox,int,sglt2:sex,placebo,0.366,0.346,1.057,0.291,-0.312,1.044
NCT01106677,cox,int,dpp4:sex,placebo,0.112,0.376,0.298,0.766,-0.625,0.848
NCT01106677,cox,int,sglt2:age10,placebo,0.161,0.181,0.892,0.373,-0.193,0.516
NCT01106677,cox,int,dpp4:age10,placebo,0.013,0.193,0.068,0.946,-0.365,0.392
NCT01106690,cox,int,sglt2,placebo,-1.415,1.34,-1.056,0.291,-4.041,1.211
NCT01106690,cox,int,sex,placebo,0.362,0.37,0.977,0.328,-0.364,1.088
NCT01106690,cox,int,age10,placebo,-0.054,0.169,-0.318,0.75,-0.384,0.277
NCT01106690,cox,int,sglt2:sex,placebo,-0.665,0.485,-1.37,0.171,-1.616,0.287
NCT01106690,cox,int,sglt2:age10,placebo,0.22,0.228,0.963,0.335,-0.228,0.667
NCT01137812,cox,int,sglt2,dpp4,-1.782,0.741,-2.404,0.016,-3.234,-0.329
NCT01137812,cox,int,sex,dpp4,-0.169,0.155,-1.092,0.275,-0.473,0.135
NCT01137812,cox,int,age10,dpp4,-0.077,0.083,-0.924,0.355,-0.241,0.086
NCT01137812,cox,int,sglt2:sex,dpp4,0.012,0.237,0.051,0.96,-0.453,0.477
NCT01137812,cox,int,sglt2:age10,dpp4,0.256,0.127,2.019,0.043,0.008,0.504
NCT01381900,cox,int,sglt2,placebo,-0.828,1.897,-0.436,0.663,-4.546,2.89
NCT01381900,cox,int,sex,placebo,-0.039,0.673,-0.058,0.953,-1.358,1.279
NCT01381900,cox,int,age10,placebo,-0.351,0.326,-1.076,0.282,-0.99,0.288
NCT01381900,cox,int,sglt2:sex,placebo,0.359,0.798,0.45,0.653,-1.205,1.924
NCT01381900,cox,int,sglt2:age10,placebo,0.193,0.385,0.502,0.616,-0.562,0.949
NCT01809327,cox,int,sglt2,biguanide,-3.437,1.333,-2.579,0.01,-6.049,-0.825
NCT01809327,cox,int,sex,biguanide,0.648,0.388,1.667,0.095,-0.114,1.409
NCT01809327,cox,int,age10,biguanide,-0.254,0.185,-1.373,0.17,-0.618,0.109
NCT01809327,cox,int,sglt2:sex,biguanide,-0.168,0.491,-0.342,0.732,-1.131,0.795
NCT01809327,cox,int,sglt2:age10,biguanide,0.635,0.241,2.636,0.008,0.163,1.107
NCT02025907,cox,int,sglt2,placebo,0.074,2.054,0.036,0.971,-3.952,4.1
NCT02025907,cox,int,sex,placebo,0.532,0.412,1.292,0.196,-0.275,1.34
NCT02025907,cox,int,age10,placebo,-0.047,0.191,-0.247,0.805,-0.423,0.328
NCT02025907,cox,int,sglt2:sex,placebo,-0.681,0.717,-0.95,0.342,-2.085,0.724
NCT02025907,cox,int,sglt2:age10,placebo,-0.089,0.352,-0.253,0.8,-0.778,0.6
NCT00688701,cox,int,glp1,placebo,-2.706,2.026,-1.335,0.182,-6.678,1.266
NCT00688701,cox,int,sex,placebo,-0.111,0.679,-0.163,0.871,-1.442,1.221
NCT00688701,cox,int,age10,placebo,-0.371,0.314,-1.183,0.237,-0.985,0.244
NCT00688701,cox,int,glp1:sex,placebo,0.151,0.81,0.187,0.852,-1.436,1.738
NCT00688701,cox,int,glp1:age10,placebo,0.533,0.381,1.397,0.162,-0.215,1.28
NCT00712673,cox,int,glp1,placebo,-0.285,1.128,-0.253,0.8,-2.497,1.926
NCT00712673,cox,int,sex,placebo,-0.243,0.314,-0.774,0.439,-0.858,0.372
NCT00712673,cox,int,age10,placebo,0.113,0.177,0.638,0.523,-0.235,0.461
NCT00712673,cox,int,glp1:sex,placebo,0.225,0.362,0.621,0.535,-0.485,0.935
NCT00712673,cox,int,glp1:age10,placebo,0.041,0.201,0.203,0.839,-0.353,0.434
NCT00713830,cox,int,glp1,placebo,-0.985,0.808,-1.219,0.223,-2.569,0.599
NCT00713830,cox,int,sex,placebo,-0.378,0.223,-1.692,0.091,-0.816,0.06
NCT00713830,cox,int,age10,placebo,-0.103,0.11,-0.933,0.351,-0.318,0.113
NCT00713830,cox,int,glp1:sex,placebo,0.331,0.27,1.228,0.22,-0.197,0.86
NCT00713830,cox,int,glp1:age10,placebo,0.155,0.136,1.14,0.254,-0.111,0.421
NCT00715624,cox,int,glp1,placebo,-0.171,0.997,-0.171,0.864,-2.125,1.783
NCT00715624,cox,int,sex,placebo,0.216,0.279,0.776,0.438,-0.33,0.762
NCT00715624,cox,int,age10,placebo,-0.09,0.142,-0.631,0.528,-0.368,0.189
NCT00715624,cox,int,glp1:sex,placebo,-0.329,0.337,-0.977,0.329,-0.989,0.331
NCT00715624,cox,int,glp1:age10,placebo,0.082,0.172,0.479,0.632,-0.255,0.42
NCT00763451,cox,int,glp1,placebo,0.41,1.361,0.301,0.763,-2.258,3.077
NCT00763451,cox,int,sex,placebo,0.247,0.348,0.71,0.478,-0.435,0.93
NCT00763451,cox,int,age10,placebo,0.194,0.179,1.082,0.279,-0.158,0.546
NCT00763451,cox,int,glp1:sex,placebo,-0.46,0.426,-1.081,0.28,-1.294,0.374
NCT00763451,cox,int,glp1:age10,placebo,-0.008,0.226,-0.037,0.97,-0.452,0.435
NCT00763815,cox,int,glp1,placebo,-0.56,1.041,-0.538,0.59,-2.602,1.481
NCT00763815,cox,int,sex,placebo,-0.146,0.282,-0.519,0.604,-0.698,0.406
NCT00763815,cox,int,age10,placebo,-0.141,0.15,-0.943,0.346,-0.435,0.152
NCT00763815,cox,int,glp1:sex,placebo,0.344,0.359,0.957,0.338,-0.36,1.047
NCT00763815,cox,int,glp1:age10,placebo,0.023,0.189,0.122,0.903,-0.348,0.394
NCT00866658,cox,int,glp1,placebo,0.11,2.616,0.042,0.966,-5.017,5.237
NCT00866658,cox,int,sex,placebo,0.452,0.57,0.792,0.428,-0.666,1.569
NCT00866658,cox,int,age10,placebo,0.52,0.316,1.649,0.099,-0.098,1.139
NCT00866658,cox,int,glp1:sex,placebo,-0.741,0.739,-1.002,0.316,-2.19,0.708
NCT00866658,cox,int,glp1:age10,placebo,0.11,0.405,0.271,0.786,-0.684,0.904
NCT00975286,cox,int,glp1,placebo,1.787,2.044,0.874,0.382,-2.219,5.793
NCT00975286,cox,int,sex,placebo,1.095,0.667,1.642,0.101,-0.212,2.401
NCT00975286,cox,int,age10,placebo,0.026,0.288,0.089,0.929,-0.538,0.589
NCT00975286,cox,int,glp1:sex,placebo,-1.285,0.764,-1.681,0.093,-2.783,0.213
NCT00975286,cox,int,glp1:age10,placebo,-0.015,0.346,-0.045,0.964,-0.694,0.663
NCT00976937,cox,int,glp1,dpp4,-2.068,3.55,-0.583,0.56,-9.027,4.89
NCT00976937,cox,int,sex,dpp4,-0.017,0.609,-0.029,0.977,-1.211,1.176
NCT00976937,cox,int,age10,dpp4,-0.295,0.629,-0.468,0.64,-1.528,0.939
NCT00976937,cox,int,glp1:sex,dpp4,0.48,0.799,0.601,0.548,-1.085,2.045
NCT00976937,cox,int,glp1:age10,dpp4,0.537,0.805,0.667,0.505,-1.041,2.115
NCT01169779,cox,int,glp1,placebo,-6.171,2.37,-2.603,0.009,-10.818,-1.525
NCT01169779,cox,int,sex,placebo,-0.139,0.654,-0.213,0.831,-1.421,1.143
NCT01169779,cox,int,age10,placebo,-0.466,0.274,-1.699,0.089,-1.003,0.072
NCT01169779,cox,int,glp1:sex,placebo,0.156,0.821,0.19,0.849,-1.454,1.766
