nct_id,modeltype,row,col,value
NCT01890122,cox_int,sex,dpp4:sex,-0.615
NCT01890122,cox_int,age10,dpp4:sex,-0.069
NCT01890122,cox_int,dpp4,biguanide:sex,-0.106
NCT01890122,cox_int,biguanide,biguanide:sex,-0.224
NCT01890122,cox_int,sex,biguanide:sex,-0.57
NCT01890122,cox_int,age10,biguanide:sex,-0.065
NCT01890122,cox_int,dpp4:sex,biguanide:sex,0.35
NCT01890122,cox_int,dpp4,dpp4:age10,-0.966
NCT01890122,cox_int,biguanide,dpp4:age10,-0.318
NCT01890122,cox_int,sex,dpp4:age10,-0.067
NCT01890122,cox_int,age10,dpp4:age10,-0.596
NCT01890122,cox_int,dpp4:sex,dpp4:age10,0.075
NCT01890122,cox_int,biguanide:sex,dpp4:age10,0.038
NCT01890122,cox_int,dpp4,biguanide:age10,-0.308
NCT01890122,cox_int,biguanide,biguanide:age10,-0.968
NCT01890122,cox_int,sex,biguanide:age10,-0.062
NCT01890122,cox_int,age10,biguanide:age10,-0.55
NCT01890122,cox_int,dpp4:sex,biguanide:age10,0.039
NCT01890122,cox_int,biguanide:sex,biguanide:age10,0.059
NCT01890122,cox_int,dpp4:age10,biguanide:age10,0.329
NCT01217892,glm_int,(Intercept),sglt2,-0.758
NCT01217892,glm_int,(Intercept),sex,-0.224
NCT01217892,glm_int,sglt2,sex,0.17
NCT01217892,glm_int,(Intercept),age10,-0.977
NCT01217892,glm_int,sglt2,age10,0.741
NCT01217892,glm_int,sex,age10,0.117
NCT01217892,glm_int,(Intercept),sglt2:sex,0.193
NCT01217892,glm_int,sglt2,sglt2:sex,-0.178
NCT01217892,glm_int,sex,sglt2:sex,-0.86
NCT01217892,glm_int,age10,sglt2:sex,-0.101
NCT01217892,glm_int,(Intercept),sglt2:age10,0.776
NCT01217892,glm_int,sglt2,sglt2:age10,-0.974
NCT01217892,glm_int,sex,sglt2:age10,-0.093
NCT01217892,glm_int,age10,sglt2:age10,-0.795
NCT01217892,glm_int,sglt2:sex,sglt2:age10,0.055
NCT01606007,glm_int,(Intercept),sglt2,-0.672
NCT01606007,glm_int,(Intercept),sex,-0.093
NCT01606007,glm_int,sglt2,sex,0.062
NCT01606007,glm_int,(Intercept),age10,-0.962
NCT01606007,glm_int,sglt2,age10,0.647
NCT01606007,glm_int,sex,age10,-0.07
NCT01606007,glm_int,(Intercept),sglt2:sex,0.068
NCT01606007,glm_int,sglt2,sglt2:sex,-0.104
NCT01606007,glm_int,sex,sglt2:sex,-0.738
NCT01606007,glm_int,age10,sglt2:sex,0.051
NCT01606007,glm_int,(Intercept),sglt2:age10,0.647
NCT01606007,glm_int,sglt2,sglt2:age10,-0.961
NCT01606007,glm_int,sex,sglt2:age10,0.047
NCT01606007,glm_int,age10,sglt2:age10,-0.673
NCT01606007,glm_int,sglt2:sex,sglt2:age10,-0.079
NCT01619059,glm_int,(Intercept),dpp4,-0.874
NCT01619059,glm_int,(Intercept),sex,-0.283
NCT01619059,glm_int,dpp4,sex,0.248
NCT01619059,glm_int,(Intercept),age10,-0.983
NCT01619059,glm_int,dpp4,age10,0.86
NCT01619059,glm_int,sex,age10,0.159
NCT01619059,glm_int,(Intercept),dpp4:sex,0.219
NCT01619059,glm_int,dpp4,dpp4:sex,-0.256
NCT01619059,glm_int,sex,dpp4:sex,-0.774
NCT01619059,glm_int,age10,dpp4:sex,-0.123
NCT01619059,glm_int,(Intercept),dpp4:age10,0.819
NCT01619059,glm_int,dpp4,dpp4:age10,-0.974
NCT01619059,glm_int,sex,dpp4:age10,-0.132
NCT01619059,glm_int,age10,dpp4:age10,-0.833
NCT01619059,glm_int,dpp4:sex,dpp4:age10,0.102
NCT02471404,glm_int,(Intercept),sglt2,-0.71
NCT02471404,glm_int,(Intercept),sex,-0.179
NCT02471404,glm_int,sglt2,sex,0.127
NCT02471404,glm_int,(Intercept),age10,-0.949
NCT02471404,glm_int,sglt2,age10,0.674
NCT02471404,glm_int,sex,age10,-0.099
NCT02471404,glm_int,(Intercept),sglt2:sex,0.129
NCT02471404,glm_int,sglt2,sglt2:sex,-0.238
NCT02471404,glm_int,sex,sglt2:sex,-0.72
NCT02471404,glm_int,age10,sglt2:sex,0.071
NCT02471404,glm_int,(Intercept),sglt2:age10,0.718
NCT02471404,glm_int,sglt2,sglt2:age10,-0.947
NCT02471404,glm_int,sex,sglt2:age10,0.075
NCT02471404,glm_int,age10,sglt2:age10,-0.756
NCT02471404,glm_int,sglt2:sex,sglt2:age10,-0.046
NCT02681094,glm_int,(Intercept),sglt2,-0.757
NCT02681094,glm_int,(Intercept),sex,-0.416
NCT02681094,glm_int,sglt2,sex,0.315
NCT02681094,glm_int,(Intercept),age10,-0.91
NCT02681094,glm_int,sglt2,age10,0.689
NCT02681094,glm_int,sex,age10,0.052
NCT02681094,glm_int,(Intercept),sglt2:sex,0.339
NCT02681094,glm_int,sglt2,sglt2:sex,-0.368
NCT02681094,glm_int,sex,sglt2:sex,-0.814
NCT02681094,glm_int,age10,sglt2:sex,-0.043
NCT02681094,glm_int,(Intercept),sglt2:age10,0.687
NCT02681094,glm_int,sglt2,sglt2:age10,-0.934
NCT02681094,glm_int,sex,sglt2:age10,-0.039
NCT02681094,glm_int,age10,sglt2:age10,-0.755
NCT02681094,glm_int,sglt2:sex,sglt2:age10,0.078
NCT00601250,glm_int,(Intercept),dpp4,-0.886
NCT00601250,glm_int,(Intercept),sex,-0.266
NCT00601250,glm_int,dpp4,sex,0.236
NCT00601250,glm_int,(Intercept),age10,-0.97
NCT00601250,glm_int,dpp4,age10,0.86
NCT00601250,glm_int,sex,age10,0.087
NCT00601250,glm_int,(Intercept),dpp4:sex,0.229
NCT00601250,glm_int,dpp4,dpp4:sex,-0.254
NCT00601250,glm_int,sex,dpp4:sex,-0.86
NCT00601250,glm_int,age10,dpp4:sex,-0.075
NCT00601250,glm_int,(Intercept),dpp4:age10,0.839
NCT00601250,glm_int,dpp4,dpp4:age10,-0.969
NCT00601250,glm_int,sex,dpp4:age10,-0.075
NCT00601250,glm_int,age10,dpp4:age10,-0.865
NCT00601250,glm_int,dpp4:sex,dpp4:age10,0.079
NCT00602472,glm_int,(Intercept),dpp4,-0.864
NCT00602472,glm_int,(Intercept),sex,-0.177
NCT00602472,glm_int,dpp4,sex,0.153
NCT00602472,glm_int,(Intercept),age10,-0.973
NCT00602472,glm_int,dpp4,age10,0.841
NCT00602472,glm_int,sex,age10,0.012
NCT00602472,glm_int,(Intercept),dpp4:sex,0.152
NCT00602472,glm_int,dpp4,dpp4:sex,-0.182
NCT00602472,glm_int,sex,dpp4:sex,-0.858
NCT00602472,glm_int,age10,dpp4:sex,-0.01
NCT00602472,glm_int,(Intercept),dpp4:age10,0.844
NCT00602472,glm_int,dpp4,dpp4:age10,-0.973
NCT00602472,glm_int,sex,dpp4:age10,-0.01
NCT00602472,glm_int,age10,dpp4:age10,-0.867
NCT00602472,glm_int,dpp4:sex,dpp4:age10,0.016
NCT00621140,glm_int,(Intercept),dpp4,-0.731
NCT00621140,glm_int,(Intercept),sex,-0.258
NCT00621140,glm_int,dpp4,sex,0.189
NCT00621140,glm_int,(Intercept),age10,-0.951
NCT00621140,glm_int,dpp4,age10,0.696
NCT00621140,glm_int,sex,age10,0.022
NCT00621140,glm_int,(Intercept),dpp4:sex,0.194
NCT00621140,glm_int,dpp4,dpp4:sex,-0.209
NCT00621140,glm_int,sex,dpp4:sex,-0.752
NCT00621140,glm_int,age10,dpp4:sex,-0.017
NCT00621140,glm_int,(Intercept),dpp4:age10,0.697
NCT00621140,glm_int,dpp4,dpp4:age10,-0.957
NCT00621140,glm_int,sex,dpp4:age10,-0.016
NCT00621140,glm_int,age10,dpp4:age10,-0.733
NCT00621140,glm_int,dpp4:sex,dpp4:age10,-0.007
NCT00622284,glm_int,(Intercept),dpp4,-0.719
NCT00622284,glm_int,(Intercept),sex,-0.116
NCT00622284,glm_int,dpp4,sex,0.084
NCT00622284,glm_int,(Intercept),age10,-0.973
NCT00622284,glm_int,dpp4,age10,0.7
NCT00622284,glm_int,sex,age10,-0.059
NCT00622284,glm_int,(Intercept),dpp4:sex,0.083
NCT00622284,glm_int,dpp4,dpp4:sex,-0.192
NCT00622284,glm_int,sex,dpp4:sex,-0.712
NCT00622284,glm_int,age10,dpp4:sex,0.042
NCT00622284,glm_int,(Intercept),dpp4:age10,0.706
NCT00622284,glm_int,dpp4,dpp4:age10,-0.971
NCT00622284,glm_int,sex,dpp4:age10,0.042
NCT00622284,glm_int,age10,dpp4:age10,-0.726
NCT00622284,glm_int,dpp4:sex,dpp4:age10,0.009
NCT00641043,glm_int,(Intercept),dpp4,-0.715
NCT00641043,glm_int,(Intercept),sex,-0.225
NCT00641043,glm_int,dpp4,sex,0.161
NCT00641043,glm_int,(Intercept),age10,-0.97
NCT00641043,glm_int,dpp4,age10,0.694
NCT00641043,glm_int,sex,age10,0.033
NCT00641043,glm_int,(Intercept),dpp4:sex,0.151
NCT00641043,glm_int,dpp4,dpp4:sex,-0.195
NCT00641043,glm_int,sex,dpp4:sex,-0.669
NCT00641043,glm_int,age10,dpp4:sex,-0.022
NCT00641043,glm_int,(Intercept),dpp4:age10,0.667
NCT00641043,glm_int,dpp4,dpp4:age10,-0.966
NCT00641043,glm_int,sex,dpp4:age10,-0.023
NCT00641043,glm_int,age10,dpp4:age10,-0.687
NCT00641043,glm_int,dpp4:sex,dpp4:age10,-0.01
NCT00654381,glm_int,(Intercept),dpp4,-0.946
NCT00654381,glm_int,(Intercept),agluc,-0.854
NCT00654381,glm_int,dpp4,agluc,0.808
NCT00654381,glm_int,(Intercept),sex,-0.206
NCT00654381,glm_int,dpp4,sex,0.195
NCT00654381,glm_int,agluc,sex,0.176
NCT00654381,glm_int,(Intercept),age10,-0.987
NCT00654381,glm_int,dpp4,age10,0.934
NCT00654381,glm_int,agluc,age10,0.843
NCT00654381,glm_int,sex,age10,0.113
NCT00654381,glm_int,(Intercept),dpp4:sex,0.184
NCT00654381,glm_int,dpp4,dpp4:sex,-0.23
NCT00654381,glm_int,agluc,dpp4:sex,-0.157
NCT00654381,glm_int,sex,dpp4:sex,-0.892
NCT00654381,glm_int,age10,dpp4:sex,-0.101
NCT00654381,glm_int,(Intercept),agluc:sex,0.171
NCT00654381,glm_int,dpp4,agluc:sex,-0.162
NCT00654381,glm_int,agluc,agluc:sex,-0.143
NCT00654381,glm_int,sex,agluc:sex,-0.83
NCT00654381,glm_int,age10,agluc:sex,-0.094
NCT00654381,glm_int,dpp4:sex,agluc:sex,0.741
NCT00654381,glm_int,(Intercept),dpp4:age10,0.944
NCT00654381,glm_int,dpp4,dpp4:age10,-0.981
NCT00654381,glm_int,agluc,dpp4:age10,-0.806
NCT00654381,glm_int,sex,dpp4:age10,-0.108
NCT00654381,glm_int,age10,dpp4:age10,-0.957
NCT00654381,glm_int,dpp4:sex,dpp4:age10,0.104
NCT00654381,glm_int,agluc:sex,dpp4:age10,0.09
NCT00654381,glm_int,(Intercept),agluc:age10,0.847
NCT00654381,glm_int,dpp4,agluc:age10,-0.802
NCT00654381,glm_int,agluc,agluc:age10,-0.985
NCT00654381,glm_int,sex,agluc:age10,-0.097
NCT00654381,glm_int,age10,agluc:age10,-0.858
NCT00654381,glm_int,dpp4:sex,agluc:age10,0.087
NCT00654381,glm_int,agluc:sex,agluc:age10,0.035
NCT00654381,glm_int,dpp4:age10,agluc:age10,0.821
NCT00740051,glm_int,(Intercept),dpp4,-0.838
NCT00740051,glm_int,(Intercept),sex,-0.248
NCT00740051,glm_int,dpp4,sex,0.207
NCT00740051,glm_int,(Intercept),age10,-0.975
NCT00740051,glm_int,dpp4,age10,0.817
NCT00740051,glm_int,sex,age10,0.092
NCT00740051,glm_int,(Intercept),dpp4:sex,0.192
NCT00740051,glm_int,dpp4,dpp4:sex,-0.206
NCT00740051,glm_int,sex,dpp4:sex,-0.774
NCT00740051,glm_int,age10,dpp4:sex,-0.071
NCT00740051,glm_int,(Intercept),dpp4:age10,0.793
NCT00740051,glm_int,dpp4,dpp4:age10,-0.967
NCT00740051,glm_int,sex,dpp4:age10,-0.075
NCT00740051,glm_int,age10,dpp4:age10,-0.814
NCT00740051,glm_int,dpp4:sex,dpp4:age10,0.017
NCT00798161,glm_int,(Intercept),biguanide,-0.846
NCT00798161,glm_int,(Intercept),dpp4,-0.745
NCT00798161,glm_int,biguanide,dpp4,0.63
NCT00798161,glm_int,(Intercept),sex,-0.331
NCT00798161,glm_int,biguanide,sex,0.28
NCT00798161,glm_int,dpp4,sex,0.247
NCT00798161,glm_int,(Intercept),age10,-0.963
NCT00798161,glm_int,biguanide,age10,0.814
NCT00798161,glm_int,dpp4,age10,0.717
NCT00798161,glm_int,sex,age10,0.141
NCT00798161,glm_int,(Intercept),biguanide:sex,0.28
NCT00798161,glm_int,biguanide,biguanide:sex,-0.309
NCT00798161,glm_int,dpp4,biguanide:sex,-0.209
NCT00798161,glm_int,sex,biguanide:sex,-0.845
NCT00798161,glm_int,age10,biguanide:sex,-0.119
NCT00798161,glm_int,(Intercept),dpp4:sex,0.252
NCT00798161,glm_int,biguanide,dpp4:sex,-0.213
NCT00798161,glm_int,dpp4,dpp4:sex,-0.275
NCT00798161,glm_int,sex,dpp4:sex,-0.759
NCT00798161,glm_int,age10,dpp4:sex,-0.107
NCT00798161,glm_int,biguanide:sex,dpp4:sex,0.641
NCT00798161,glm_int,(Intercept),biguanide:age10,0.806
NCT00798161,glm_int,biguanide,biguanide:age10,-0.962
NCT00798161,glm_int,dpp4,biguanide:age10,-0.601
NCT00798161,glm_int,sex,biguanide:age10,-0.118
NCT00798161,glm_int,age10,biguanide:age10,-0.837
NCT00798161,glm_int,biguanide:sex,biguanide:age10,0.115
NCT00798161,glm_int,dpp4:sex,biguanide:age10,0.09
NCT00798161,glm_int,(Intercept),dpp4:age10,0.722
NCT00798161,glm_int,biguanide,dpp4:age10,-0.611
NCT00798161,glm_int,dpp4,dpp4:age10,-0.964
NCT00798161,glm_int,sex,dpp4:age10,-0.106
NCT00798161,glm_int,age10,dpp4:age10,-0.75
NCT00798161,glm_int,biguanide:sex,dpp4:age10,0.089
NCT00798161,glm_int,dpp4:sex,dpp4:age10,0.086
NCT00798161,glm_int,biguanide:age10,dpp4:age10,0.628
NCT00800683,glm_int,(Intercept),dpp4,-0.653
NCT00800683,glm_int,(Intercept),sex,-0.246
NCT00800683,glm_int,dpp4,sex,0.161
NCT00800683,glm_int,(Intercept),age10,-0.958
NCT00800683,glm_int,dpp4,age10,0.626
NCT00800683,glm_int,sex,age10,0.015
NCT00800683,glm_int,(Intercept),dpp4:sex,0.177
NCT00800683,glm_int,dpp4,dpp4:sex,-0.292
NCT00800683,glm_int,sex,dpp4:sex,-0.719
NCT00800683,glm_int,age10,dpp4:sex,-0.011
NCT00800683,glm_int,(Intercept),dpp4:age10,0.646
NCT00800683,glm_int,dpp4,dpp4:age10,-0.967
NCT00800683,glm_int,sex,dpp4:age10,-0.01
NCT00800683,glm_int,age10,dpp4:age10,-0.674
NCT00800683,glm_int,dpp4:sex,dpp4:age10,0.094
NCT00819091,glm_int,(Intercept),dpp4,-0.732
NCT00819091,glm_int,(Intercept),sex,-0.213
NCT00819091,glm_int,dpp4,sex,0.156
NCT00819091,glm_int,(Intercept),age10,-0.964
NCT00819091,glm_int,dpp4,age10,0.705
NCT00819091,glm_int,sex,age10,0.011
NCT00819091,glm_int,(Intercept),dpp4:sex,0.165
NCT00819091,glm_int,dpp4,dpp4:sex,-0.171
NCT00819091,glm_int,sex,dpp4:sex,-0.774
NCT00819091,glm_int,age10,dpp4:sex,-0.009
NCT00819091,glm_int,(Intercept),dpp4:age10,0.716
NCT00819091,glm_int,dpp4,dpp4:age10,-0.969
NCT00819091,glm_int,sex,dpp4:age10,-0.008
NCT00819091,glm_int,age10,dpp4:age10,-0.743
NCT00819091,glm_int,dpp4:sex,dpp4:age10,-0.01
NCT00915772,glm_int,(Intercept),dpp4,-0.75
NCT00915772,glm_int,(Intercept),sex,-0.245
NCT00915772,glm_int,dpp4,sex,0.184
NCT00915772,glm_int,(Intercept),age10,-0.967
NCT00915772,glm_int,dpp4,age10,0.725
NCT00915772,glm_int,sex,age10,0.065
NCT00915772,glm_int,(Intercept),dpp4:sex,0.184
NCT00915772,glm_int,dpp4,dpp4:sex,-0.245
NCT00915772,glm_int,sex,dpp4:sex,-0.751
NCT00915772,glm_int,age10,dpp4:sex,-0.048
NCT00915772,glm_int,(Intercept),dpp4:age10,0.726
NCT00915772,glm_int,dpp4,dpp4:age10,-0.967
NCT00915772,glm_int,sex,dpp4:age10,-0.048
NCT00915772,glm_int,age10,dpp4:age10,-0.751
NCT00915772,glm_int,dpp4:sex,dpp4:age10,0.065
NCT00954447,glm_int,(Intercept),dpp4,-0.704
NCT00954447,glm_int,(Intercept),sex,-0.254
NCT00954447,glm_int,dpp4,sex,0.179
NCT00954447,glm_int,(Intercept),age10,-0.974
NCT00954447,glm_int,dpp4,age10,0.686
NCT00954447,glm_int,sex,age10,0.089
NCT00954447,glm_int,(Intercept),dpp4:sex,0.17
NCT00954447,glm_int,dpp4,dpp4:sex,-0.199
NCT00954447,glm_int,sex,dpp4:sex,-0.67
NCT00954447,glm_int,age10,dpp4:sex,-0.059
NCT00954447,glm_int,(Intercept),dpp4:age10,0.664
NCT00954447,glm_int,dpp4,dpp4:age10,-0.97
NCT00954447,glm_int,sex,dpp4:age10,-0.06
NCT00954447,glm_int,age10,dpp4:age10,-0.682
NCT00954447,glm_int,dpp4:sex,dpp4:age10,0.02
NCT00996658,glm_int,(Intercept),dpp4,-0.83
NCT00996658,glm_int,(Intercept),sex,-0.193
NCT00996658,glm_int,dpp4,sex,0.16
NCT00996658,glm_int,(Intercept),age10,-0.945
NCT00996658,glm_int,dpp4,age10,0.784
NCT00996658,glm_int,sex,age10,-0.108
NCT00996658,glm_int,(Intercept),dpp4:sex,0.164
NCT00996658,glm_int,dpp4,dpp4:sex,-0.188
NCT00996658,glm_int,sex,dpp4:sex,-0.85
NCT00996658,glm_int,age10,dpp4:sex,0.092
NCT00996658,glm_int,(Intercept),dpp4:age10,0.777
NCT00996658,glm_int,dpp4,dpp4:age10,-0.954
NCT00996658,glm_int,sex,dpp4:age10,0.089
NCT00996658,glm_int,age10,dpp4:age10,-0.822
NCT00996658,glm_int,dpp4:sex,dpp4:age10,-0.067
NCT01084005,glm_int,(Intercept),dpp4,-0.837
NCT01084005,glm_int,(Intercept),sex,-0.019
NCT01084005,glm_int,dpp4,sex,0.016
NCT01084005,glm_int,(Intercept),age10,-0.993
NCT01084005,glm_int,dpp4,age10,0.831
NCT01084005,glm_int,sex,age10,-0.085
NCT01084005,glm_int,(Intercept),dpp4:sex,0.017
NCT01084005,glm_int,dpp4,dpp4:sex,-0.041
NCT01084005,glm_int,sex,dpp4:sex,-0.894
NCT01084005,glm_int,age10,dpp4:sex,0.076
NCT01084005,glm_int,(Intercept),dpp4:age10,0.829
NCT01084005,glm_int,dpp4,dpp4:age10,-0.994
NCT01084005,glm_int,sex,dpp4:age10,0.071
NCT01084005,glm_int,age10,dpp4:age10,-0.835
NCT01084005,glm_int,dpp4:sex,dpp4:age10,-0.054
NCT01087502,glm_int,(Intercept),dpp4,-0.643
NCT01087502,glm_int,(Intercept),sex,-0.327
NCT01087502,glm_int,dpp4,sex,0.21
NCT01087502,glm_int,(Intercept),age10,-0.973
NCT01087502,glm_int,dpp4,age10,0.626
NCT01087502,glm_int,sex,age10,0.146
NCT01087502,glm_int,(Intercept),dpp4:sex,0.208
NCT01087502,glm_int,dpp4,dpp4:sex,-0.255
NCT01087502,glm_int,sex,dpp4:sex,-0.636
NCT01087502,glm_int,age10,dpp4:sex,-0.093
NCT01087502,glm_int,(Intercept),dpp4:age10,0.613
NCT01087502,glm_int,dpp4,dpp4:age10,-0.974
NCT01087502,glm_int,sex,dpp4:age10,-0.092
NCT01087502,glm_int,age10,dpp4:age10,-0.63
NCT01087502,glm_int,dpp4:sex,dpp4:age10,0.081
NCT01159600,glm_int,(Intercept),sglt2,-0.789
NCT01159600,glm_int,(Intercept),sex,-0.158
NCT01159600,glm_int,sglt2,sex,0.125
NCT01159600,glm_int,(Intercept),age10,-0.975
NCT01159600,glm_int,sglt2,age10,0.769
NCT01159600,glm_int,sex,age10,-0.001
NCT01159600,glm_int,(Intercept),sglt2:sex,0.12
NCT01159600,glm_int,sglt2,sglt2:sex,-0.16
NCT01159600,glm_int,sex,sglt2:sex,-0.759
NCT01159600,glm_int,age10,sglt2:sex,0.001
NCT01159600,glm_int,(Intercept),sglt2:age10,0.759
NCT01159600,glm_int,sglt2,sglt2:age10,-0.974
NCT01159600,glm_int,sex,sglt2:age10,0.001
NCT01159600,glm_int,age10,sglt2:age10,-0.778
NCT01159600,glm_int,sglt2:sex,sglt2:age10,0.001
NCT01164501,glm_int,(Intercept),sglt2,-0.727
NCT01164501,glm_int,(Intercept),sex,-0.137
NCT01164501,glm_int,sglt2,sex,0.1
NCT01164501,glm_int,(Intercept),age10,-0.973
NCT01164501,glm_int,sglt2,age10,0.707
NCT01164501,glm_int,sex,age10,-0.051
NCT01164501,glm_int,(Intercept),sglt2:sex,0.102
NCT01164501,glm_int,sglt2,sglt2:sex,-0.154
NCT01164501,glm_int,sex,sglt2:sex,-0.743
NCT01164501,glm_int,age10,sglt2:sex,0.038
NCT01164501,glm_int,(Intercept),sglt2:age10,0.717
NCT01164501,glm_int,sglt2,sglt2:age10,-0.974
NCT01164501,glm_int,sex,sglt2:age10,0.037
NCT01164501,glm_int,age10,sglt2:age10,-0.737
NCT01164501,glm_int,sglt2:sex,sglt2:age10,-0.031
NCT01167881,glm_int,(Intercept),sglt2,-0.662
NCT01167881,glm_int,(Intercept),sex,-0.123
NCT01167881,glm_int,sglt2,sex,0.081
NCT01167881,glm_int,(Intercept),age10,-0.962
NCT01167881,glm_int,sglt2,age10,0.637
NCT01167881,glm_int,sex,age10,-0.079
NCT01167881,glm_int,(Intercept),sglt2:sex,0.083
NCT01167881,glm_int,sglt2,sglt2:sex,-0.16
NCT01167881,glm_int,sex,sglt2:sex,-0.676
NCT01167881,glm_int,age10,sglt2:sex,0.053
NCT01167881,glm_int,(Intercept),sglt2:age10,0.649
NCT01167881,glm_int,sglt2,sglt2:age10,-0.962
NCT01167881,glm_int,sex,sglt2:age10,0.053
NCT01167881,glm_int,age10,sglt2:age10,-0.675
NCT01167881,glm_int,sglt2:sex,sglt2:age10,-0.047
NCT01177813,glm_int,(Intercept),sglt2,-0.717
NCT01177813,glm_int,(Intercept),dpp4,-0.522
NCT01177813,glm_int,sglt2,dpp4,0.374
NCT01177813,glm_int,(Intercept),sex,-0.283
NCT01177813,glm_int,sglt2,sex,0.203
NCT01177813,glm_int,dpp4,sex,0.148
NCT01177813,glm_int,(Intercept),age10,-0.958
NCT01177813,glm_int,sglt2,age10,0.687
NCT01177813,glm_int,dpp4,age10,0.5
NCT01177813,glm_int,sex,age10,0.075
NCT01177813,glm_int,(Intercept),sglt2:sex,0.197
NCT01177813,glm_int,sglt2,sglt2:sex,-0.313
NCT01177813,glm_int,dpp4,sglt2:sex,-0.103
NCT01177813,glm_int,sex,sglt2:sex,-0.696
NCT01177813,glm_int,age10,sglt2:sex,-0.052
NCT01177813,glm_int,(Intercept),dpp4:sex,0.153
NCT01177813,glm_int,sglt2,dpp4:sex,-0.109
NCT01177813,glm_int,dpp4,dpp4:sex,-0.279
NCT01177813,glm_int,sex,dpp4:sex,-0.539
NCT01177813,glm_int,age10,dpp4:sex,-0.041
NCT01177813,glm_int,sglt2:sex,dpp4:sex,0.375
NCT01177813,glm_int,(Intercept),sglt2:age10,0.709
NCT01177813,glm_int,sglt2,sglt2:age10,-0.95
NCT01177813,glm_int,dpp4,sglt2:age10,-0.37
NCT01177813,glm_int,sex,sglt2:age10,-0.056
NCT01177813,glm_int,age10,sglt2:age10,-0.74
NCT01177813,glm_int,sglt2:sex,sglt2:age10,0.072
NCT01177813,glm_int,dpp4:sex,sglt2:age10,0.03
NCT01177813,glm_int,(Intercept),dpp4:age10,0.515
NCT01177813,glm_int,sglt2,dpp4:age10,-0.369
NCT01177813,glm_int,dpp4,dpp4:age10,-0.953
NCT01177813,glm_int,sex,dpp4:age10,-0.04
NCT01177813,glm_int,age10,dpp4:age10,-0.537
NCT01177813,glm_int,sglt2:sex,dpp4:age10,0.028
NCT01177813,glm_int,dpp4:sex,dpp4:age10,0.036
NCT01177813,glm_int,sglt2:age10,dpp4:age10,0.397
NCT01194830,glm_int,(Intercept),dpp4,-0.659
NCT01194830,glm_int,(Intercept),sex,-0.188
NCT01194830,glm_int,dpp4,sex,0.124
NCT01194830,glm_int,(Intercept),age10,-0.969
NCT01194830,glm_int,dpp4,age10,0.638
NCT01194830,glm_int,sex,age10,0.02
NCT01194830,glm_int,(Intercept),dpp4:sex,0.121
NCT01194830,glm_int,dpp4,dpp4:sex,-0.19
NCT01194830,glm_int,sex,dpp4:sex,-0.646
NCT01194830,glm_int,age10,dpp4:sex,-0.013
NCT01194830,glm_int,(Intercept),dpp4:age10,0.635
NCT01194830,glm_int,dpp4,dpp4:age10,-0.962
NCT01194830,glm_int,sex,dpp4:age10,-0.013
NCT01194830,glm_int,age10,dpp4:age10,-0.655
NCT01194830,glm_int,dpp4:sex,dpp4:age10,-0.014
NCT01210001,glm_int,(Intercept),sglt2,-0.713
NCT01210001,glm_int,(Intercept),sex,-0.096
NCT01210001,glm_int,sglt2,sex,0.068
NCT01210001,glm_int,(Intercept),age10,-0.966
NCT01210001,glm_int,sglt2,age10,0.688
NCT01210001,glm_int,sex,age10,-0.088
NCT01210001,glm_int,(Intercept),sglt2:sex,0.072
NCT01210001,glm_int,sglt2,sglt2:sex,-0.155
NCT01210001,glm_int,sex,sglt2:sex,-0.75
NCT01210001,glm_int,age10,sglt2:sex,0.066
NCT01210001,glm_int,(Intercept),sglt2:age10,0.696
NCT01210001,glm_int,sglt2,sglt2:age10,-0.966
NCT01210001,glm_int,sex,sglt2:age10,0.063
NCT01210001,glm_int,age10,sglt2:age10,-0.721
NCT01210001,glm_int,sglt2:sex,sglt2:age10,-0.036
NCT01214239,glm_int,(Intercept),dpp4,-0.749
NCT01214239,glm_int,(Intercept),sex,-0.211
NCT01214239,glm_int,dpp4,sex,0.158
NCT01214239,glm_int,(Intercept),age10,-0.971
NCT01214239,glm_int,dpp4,age10,0.727
NCT01214239,glm_int,sex,age10,0.052
NCT01214239,glm_int,(Intercept),dpp4:sex,0.162
NCT01214239,glm_int,dpp4,dpp4:sex,-0.274
NCT01214239,glm_int,sex,dpp4:sex,-0.767
NCT01214239,glm_int,age10,dpp4:sex,-0.04
NCT01214239,glm_int,(Intercept),dpp4:age10,0.764
NCT01214239,glm_int,dpp4,dpp4:age10,-0.965
NCT01214239,glm_int,sex,dpp4:age10,-0.041
NCT01214239,glm_int,age10,dpp4:age10,-0.787
NCT01214239,glm_int,dpp4:sex,dpp4:age10,0.089
NCT01215097,glm_int,(Intercept),dpp4,-0.593
NCT01215097,glm_int,(Intercept),sex,-0.261
NCT01215097,glm_int,dpp4,sex,0.155
NCT01215097,glm_int,(Intercept),age10,-0.963
NCT01215097,glm_int,dpp4,age10,0.571
NCT01215097,glm_int,sex,age10,0.073
NCT01215097,glm_int,(Intercept),dpp4:sex,0.174
NCT01215097,glm_int,dpp4,dpp4:sex,-0.222
NCT01215097,glm_int,sex,dpp4:sex,-0.667
NCT01215097,glm_int,age10,dpp4:sex,-0.049
NCT01215097,glm_int,(Intercept),dpp4:age10,0.568
NCT01215097,glm_int,dpp4,dpp4:age10,-0.971
NCT01215097,glm_int,sex,dpp4:age10,-0.043
NCT01215097,glm_int,age10,dpp4:age10,-0.59
